1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.6,0,0,0,0,10,0,-99,0,0,0,0,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5,0,10,0,0,0,0,0,0,-99,0,0,0,0,0,0,0,2.5,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,6.4,0,0,10.4,0,0,12.2,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,5.2,0,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,6.2
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,19.2,0,7.6,0,0,0,42.3,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,5.6,0,2.8,4,0,0,7.4,29.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-99,0,0,0,0,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,6.4,0,0,0,0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,0,2,0,-99,0,0,0,0,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,7,0,0,0,0,0,0,0,0,39.2,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,17,0,-99,0,0,0,0,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,11.2,0,0,0,30.5,0,0,0,0,0,0,0,0,5.2,3.5,0,0,0,0,0,25.5,0,0,0,18,-99,0,0,0,0,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,4,0,18.3,0,11.5,0,0,0,0,0,0,0,0,8.5,10.3,9,0,0,0,7.3,0,0,0,0,0,-99,0,0,0.9,0,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,5.6,0,0,0,0,0,0,9.3,1.2,0,0,5.2,0,0,0,0,0,31.1,8.9,0,0,0,0,0,0,0,0,0,13,-99,0,0,0,0,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.7,0,4.2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,-99,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,9.2,0,0,0,0,0,0,0,0,16.2,0,0,0,0,0,0,0,0,0,19.2,0,0,2,10.3,0,4.8,0,0,0,5.3,0,0,0,-99,5.2,0,0,0,4,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0.4,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,-99,7.2,0,0,0,0,2.1
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,6.4,0,0,0,0,0,13.2,0,13,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0.1,0,0,0,10,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,2.6,0,0,0,6.8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5,0,0,0,0,0,0,0,-99,2.2,0,0,0,15.9,3.2
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4.5,0,0,0,0,0,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,16,0,0,-99,7.3,0,0,0,5.2,8.6
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,1.6,0,0,2,16.9,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,-99,0,0,0,0,43.6,9.5
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10.8,0,0,0,0,11.3,4,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,-99,0,0,24,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,2.4,0,0,0,0,0,0,0,15.4,0,0,0,0,0,-99,0,46.6,0,2.5,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,4.4,0,0,2.3,0,2.2,0,0,0,0,0,0,0,41.5,0,14.5,0,0,0,0,0,0,0,0,0,0,0,-99,0,9.5,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,6,0,0,0,0,0,0,0,8.9,0,0,0,7,0,0,0,11.7,1.2,0,0,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0,-99,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,32.2,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,26.3,0,0,2.4,0,0,0,0,0,27,0,50,0,0,0,0,0,-99,1.2,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,4.8,0,0,9.8,0,0,0,0,0,0,0,0,0,6.5,0,22.9,0,13.2,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,-99,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,14.8,0,0,0,0,0,0,0,8.5,0,0,0,0,4.2,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,15.5
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,3.2,0,0,0,14.2,10.2,0,0,0,0,0,6,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,-99,0,0,14.3,0,0,17
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,2.2,14.4,0,0,0,0,0,7.6,0,0,4.2,0,28.6,0,0,0,0,0,0,7.3,0,0,0,0,0,0,14,0,0,0,0,0,13.2,-99,0,0,40.5,0,18.5,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,10.8,0,2.4,0,0,0,0,0,0,0,0,20.5,0,0,0,0,0,10.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,-99,0,0,5,0,35,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,13.4,0,33.4,0,4.2,0,0,0,0,0,0,0,0,0,3.4,0,0,14.2,0,0,0,0,0,0,0,0,0,7.5,0,10.3,0,0,-99,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,4.8,0,0,26.9,0,0,0,0,0,0,0,0,0,0,25.4,0,0,0,0,0,0,0,0,0,0,0,0,56.5,0,17.4,0,0,-99,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,8.8,0,0,0,27.5,0,0,0,0,0,0,0,0,0,19.2,9.5,0,0,0,0,0,0,0,0,0,0,0,0,59,0,18,0,0,-99,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,9.4,0,0,0,0,52.3,0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,83.2,0,2.2,0,7.5,0,1.2,0,0,0,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,3.5,32,0,0,0,18,0,3.4,0,0,0,2.3,0,0,2.5,3.5,0,0,0,0,0,0,0,0,0,-99,0,2.4,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,8,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,7.8,0,5.7,0,0,0,0,0,0,0,0,3.1,0,0,0,3,0,0,0,0,-99,0,6.8,0,0,2.5,6.5
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,3.6,0,0,20,13.5,18.5,0,0,11,3,0,0,0,3.2,0,-99,0,0,0,0,0,8.6
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,30,0,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,6.3,26.3,0,17.5,0,0,15,0,6.5,0,0,16.5,6.5,0,0,0,0,0,-99,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,0,0,0,0,0,0,0,3.4,0,0,0,0,0,0,0,0,0,35.6,0,8.7,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,2,0,0,18.6
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,13,0,0,0,0,0,0,0,18.6,12.8,0,0,0,0,0,25.7,0,11.6,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,43.9,-99,0,0,0,0,0,17.6
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.2,0,4.4,0,0,0,0,0,0,15.2,8,0,0,0,0,27.2,0,62.8,0,0,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,0,0,0,2,0,3.5
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,16.8,0,0,0,19.4,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,2.5,0,0,0,0,7,23,0,0,0,0,0,0,0,0,0,0,6.3
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,9,11.8,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,8,0,0,0,0,0,0,0,7,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0,0,0,2,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,0,0,0,0,5.5,0,0,8.2
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,9.2,0,6.2,0,3.4,0,0,0,0,0,0,0,0,39.9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,13.2,0,0,0,0,0,8.9,0,4.3,38.2,0,0,0,3.2,1.2,0,0,0,0,0,0,0,0,0,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,18,0,8,7.2,0,0,14.7,3.8,0,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2,0,6.3,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1.6,0,1.2,0,0,0,0,6.3,0,0,0,0,0,0,0,22.3,0,0,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,4.4,6.4,0,9.2,0,0,2.3,3.6,0,1.9,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,14.3,0,0.5,0,5.3,0,0,0,0,2
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,20,0,0,0,0,16,0,2.9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,16,0,42.4,0,2.1,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,51.6,0,0,0,0,0,0,0,0,0,0,0,0,62.3,0,0,0,0,1.4,0,0,0,0,23,0,0,0,0,0,0,0,0,45.3,0,7.1,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,5.2,0,0,0,0,0,0,0,0,0,15.5,18.9,13.4,0,27.6,0,10.7,0,0,0,0,0,0,7,3.5,0,0,0,0,0,12.3,0,2.2,0,0,5.5,0,2.3
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,10.2,3.5,0,0,10.2,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1.2,0,0,0,12.5,5.3
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,4.6,0,0,17.2,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,1.5,0,0,0,0,0,0,0,0,35.3,0,0.5,0,0,0,0,0,9.3
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,2.4,8.8,7.8,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,2.8,0,33.2,4.4,0,0,1.2,0,0,0,10.5,0,4,0,0,0,0,0,0,0,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,3,0,0,0,33.4,0,0,0,9.2,0,0,0,1.5,0,0,0,0,0,3.5,0,2.5,0,4,0,0,0,0,0,0,0,2.3,0,0,0,0,6.5,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,0,0,55.5,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,1.2,0,0,0,0,0,0,3.4,0,0,0,0,1.3,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,18.3,0,4.3,0,0,0,0,0,0,0
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,0,0,0,0,0,0,40.5,0,0,0,0,0,0,0,0,10.3,0,2.3,17.3,0,0,0,22.3,1.5,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,2.3
-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,1.4,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,12.2,16.4,0,12,0,0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0
